Year,District,Taluka,Establishment,Number of Officers/Employees
2019,Kolhapur,Panhala,Police Chowkis,
2019,Kolhapur,Hatkanangale,Police Chowkis,18
2019,Kolhapur,Shirol,Police Chowkis,
2019,Kolhapur,Karveer,Police Chowkis,46
2019,Kolhapur,Gaganbavada,Police Chowkis,
2019,Kolhapur,Radhanagari,Police Chowkis,
2019,Kolhapur,Kagal,Police Chowkis,
2019,Kolhapur,Bhudargad,Police Chowkis,
2019,Kolhapur,Ajara,Police Chowkis,
2019,Kolhapur,Gadhinglaj,Police Chowkis,
2019,Kolhapur,Chandgad,Police Chowkis,
2020,Kolhapur,Shahuwadi,Police Chowkis,2
2020,Kolhapur,Panhala,Police Chowkis,
2020,Kolhapur,Hatkanangale,Police Chowkis,18
2020,Kolhapur,Shirol,Police Chowkis,
2020,Kolhapur,Karveer,Police Chowkis,35
2020,Kolhapur,Gaganbavada,Police Chowkis,
2020,Kolhapur,Radhanagari,Police Chowkis,
2020,Kolhapur,Kagal,Police Chowkis,
2020,Kolhapur,Bhudargad,Police Chowkis,
2020,Kolhapur,Ajara,Police Chowkis,
2020,Kolhapur,Gadhinglaj,Police Chowkis,
2020,Kolhapur,Chandgad,Police Chowkis,
2021,Kolhapur,Shahuwadi,Police Chowkis,2
2021,Kolhapur,Panhala,Police Chowkis,
2021,Kolhapur,Hatkanangale,Police Chowkis,18
2021,Kolhapur,Shirol,Police Chowkis,
2021,Kolhapur,Karveer,Police Chowkis,35
2021,Kolhapur,Gaganbavada,Police Chowkis,
2021,Kolhapur,Radhanagari,Police Chowkis,
2021,Kolhapur,Kagal,Police Chowkis,
2021,Kolhapur,Bhudargad,Police Chowkis,
2021,Kolhapur,Ajara,Police Chowkis,
2021,Kolhapur,Gadhinglaj,Police Chowkis,
2021,Kolhapur,Chandgad,Police Chowkis,
2018,Latur,Latur,Police Chowkis,
2018,Latur,Renapur,Police Chowkis,
2018,Latur,Ahamadpur,Police Chowkis,
2018,Latur,Jalkot,Police Chowkis,
2018,Latur,Chakur,Police Chowkis,
2018,Latur,Shirur-Anantpal,Police Chowkis,
2018,Latur,Aosa,Police Chowkis,
2018,Latur,Nilanga,Police Chowkis,
2018,Latur,Devani,Police Chowkis,
2018,Latur,Udgir,Police Chowkis,
2019,Latur,Latur,Police Chowkis,
2019,Latur,Renapur,Police Chowkis,
2019,Latur,Ahamadpur,Police Chowkis,
2019,Latur,Jalkot,Police Chowkis,
2019,Latur,Chakur,Police Chowkis,
2019,Latur,Shirur-Anantpal,Police Chowkis,
2019,Latur,Aosa,Police Chowkis,
2019,Latur,Nilanga,Police Chowkis,
2019,Latur,Devani,Police Chowkis,
2019,Latur,Udgir,Police Chowkis,
2020,Latur,Latur,Police Chowkis,
2020,Latur,Renapur,Police Chowkis,
2020,Latur,Ahamadpur,Police Chowkis,
2020,Latur,Jalkot,Police Chowkis,
2020,Latur,Chakur,Police Chowkis,
2020,Latur,Shirur-Anantpal,Police Chowkis,
2020,Latur,Aosa,Police Chowkis,
2020,Latur,Nilanga,Police Chowkis,
2020,Latur,Devani,Police Chowkis,
2020,Latur,Udgir,Police Chowkis,
2021,Latur,Latur,Police Chowkis,6
2021,Latur,Renapur,Police Chowkis,
2021,Latur,Ahamadpur,Police Chowkis,
2021,Latur,Jalkot,Police Chowkis,
2021,Latur,Chakur,Police Chowkis,
2021,Latur,Shirur-Anantpal,Police Chowkis,
2021,Latur,Aosa,Police Chowkis,
2021,Latur,Nilanga,Police Chowkis,
2021,Latur,Devani,Police Chowkis,
2021,Latur,Udgir,Police Chowkis,
2018,Mumbai City,Mumbai City,Police Chowkis,4741
2019,Mumbai City,Mumbai City,Police Chowkis,4493
2020,Mumbai City,Mumbai City,Police Chowkis,4855
2021,Mumbai City,Mumbai City,Police Chowkis,4424
2018,Mumbai Suburban,Adheri,Police Chowkis,
2018,Mumbai Suburban,Borivali,Police Chowkis,
2018,Mumbai Suburban,Kurla,Police Chowkis,
2019,Mumbai Suburban,Adheri,Police Chowkis,
2019,Mumbai Suburban,Borivali,Police Chowkis,
2019,Mumbai Suburban,Kurla,Police Chowkis,
2020,Mumbai Suburban,Adheri,Police Chowkis,
2020,Mumbai Suburban,Borivali,Police Chowkis,
2020,Mumbai Suburban,Kurla,Police Chowkis,
2021,Mumbai Suburban,Adheri,Police Chowkis,
2021,Mumbai Suburban,Borivali,Police Chowkis,
2021,Mumbai Suburban,Kurla,Police Chowkis,
2018,Nagpur,Narkhed,Police Chowkis,
2018,Nagpur,Katol,Police Chowkis,
2018,Nagpur,Kalameshwar,Police Chowkis,
2018,Nagpur,Sawner,Police Chowkis,
2018,Nagpur,Parashivani,Police Chowkis,
2018,Nagpur,Ramtech,Police Chowkis,2
2018,Nagpur,Mauda,Police Chowkis,
2018,Nagpur,Kamathi,Police Chowkis,12
2018,Nagpur,Nagpur (Gra),Police Chowkis,
2018,Nagpur,Nagpur (Sh),Police Chowkis,376
2018,Nagpur,Hingana,Police Chowkis,
2018,Nagpur,Umred,Police Chowkis,
2018,Nagpur,Kuhi,Police Chowkis,
2018,Nagpur,Bhiwapur,Police Chowkis,
2019,Nagpur,Narkhed,Police Chowkis,
2019,Nagpur,Katol,Police Chowkis,
2019,Nagpur,Kalameshwar,Police Chowkis,
2019,Nagpur,Sawner,Police Chowkis,
2019,Nagpur,Parashivani,Police Chowkis,
2019,Nagpur,Ramtech,Police Chowkis,2
2019,Nagpur,Mauda,Police Chowkis,
2019,Nagpur,Kamathi,Police Chowkis,
2019,Nagpur,Nagpur (Gra),Police Chowkis,
2019,Nagpur,Nagpur (Sh),Police Chowkis,414
2019,Nagpur,Hingana,Police Chowkis,
2019,Nagpur,Umred,Police Chowkis,
2019,Nagpur,Kuhi,Police Chowkis,2
2019,Nagpur,Bhiwapur,Police Chowkis,
2020,Nagpur,Narkhed,Police Chowkis,
2020,Nagpur,Katol,Police Chowkis,
2020,Nagpur,Kalameshwar,Police Chowkis,
2020,Nagpur,Sawner,Police Chowkis,
2020,Nagpur,Parashivani,Police Chowkis,
2020,Nagpur,Ramtech,Police Chowkis,3
2020,Nagpur,Mauda,Police Chowkis,
2020,Nagpur,Kamathi,Police Chowkis,
2020,Nagpur,Nagpur (Gra),Police Chowkis,
2020,Nagpur,Nagpur (Sh),Police Chowkis,414
2020,Nagpur,Hingana,Police Chowkis,
2020,Nagpur,Umred,Police Chowkis,
2020,Nagpur,Kuhi,Police Chowkis,2
2020,Nagpur,Bhiwapur,Police Chowkis,
2021,Nagpur,Narkhed,Police Chowkis,
2021,Nagpur,Katol,Police Chowkis,
2021,Nagpur,Kalameshwar,Police Chowkis,
2021,Nagpur,Sawner,Police Chowkis,
2021,Nagpur,Parashivani,Police Chowkis,
2021,Nagpur,Ramtech,Police Chowkis,
2021,Nagpur,Mauda,Police Chowkis,
2021,Nagpur,Kamathi,Police Chowkis,
2021,Nagpur,Nagpur (Gra),Police Chowkis,
2021,Nagpur,Nagpur (Sh),Police Chowkis,414
2021,Nagpur,Hingana,Police Chowkis,
2021,Nagpur,Umred,Police Chowkis,
2021,Nagpur,Kuhi,Police Chowkis,2
2021,Nagpur,Bhiwapur,Police Chowkis,
2018,Nanded,Mahur,Police Chowkis,
2018,Nanded,Kinvat,Police Chowkis,
2018,Nanded,Himalay Nagar,Police Chowkis,
2018,Nanded,Hadgaon,Police Chowkis,
2018,Nanded,Andhrapur,Police Chowkis,
2018,Nanded,Nanded,Police Chowkis,4
2018,Nanded,Mudkhed,Police Chowkis,
2018,Nanded,Bhokar,Police Chowkis,
2018,Nanded,Umari,Police Chowkis,
2018,Nanded,Dharmabad,Police Chowkis,
2018,Nanded,Biloli,Police Chowkis,
2018,Nanded,Naygaon,Police Chowkis,
2018,Nanded,Loha,Police Chowkis,
2018,Nanded,Kandhar,Police Chowkis,
2018,Nanded,Mukhed,Police Chowkis,
2018,Nanded,Deglur,Police Chowkis,
2019,Nanded,Mahur,Police Chowkis,
2019,Nanded,Kinvat,Police Chowkis,
2019,Nanded,Himalay Nagar,Police Chowkis,
2019,Nanded,Hadgaon,Police Chowkis,
2019,Nanded,Andhrapur,Police Chowkis,
2019,Nanded,Nanded,Police Chowkis,4
2019,Nanded,Mudkhed,Police Chowkis,
2019,Nanded,Bhokar,Police Chowkis,
2019,Nanded,Umari,Police Chowkis,
2019,Nanded,Dharmabad,Police Chowkis,
2019,Nanded,Biloli,Police Chowkis,
2019,Nanded,Naygaon,Police Chowkis,
2019,Nanded,Loha,Police Chowkis,
2019,Nanded,Kandhar,Police Chowkis,
2019,Nanded,Mukhed,Police Chowkis,
2019,Nanded,Deglur,Police Chowkis,
2020,Nanded,Mahur,Police Chowkis,
2020,Nanded,Kinvat,Police Chowkis,
2020,Nanded,Himalay Nagar,Police Chowkis,
2020,Nanded,Hadgaon,Police Chowkis,
2020,Nanded,Andhrapur,Police Chowkis,
2020,Nanded,Nanded,Police Chowkis,4
2020,Nanded,Mudkhed,Police Chowkis,
2020,Nanded,Bhokar,Police Chowkis,
2020,Nanded,Umari,Police Chowkis,
2020,Nanded,Dharmabad,Police Chowkis,
2020,Nanded,Biloli,Police Chowkis,
2020,Nanded,Naygaon,Police Chowkis,
2020,Nanded,Loha,Police Chowkis,
2020,Nanded,Kandhar,Police Chowkis,
2020,Nanded,Mukhed,Police Chowkis,
2020,Nanded,Deglur,Police Chowkis,
2021,Nanded,Mahur,Police Chowkis,
2021,Nanded,Kinvat,Police Chowkis,
2021,Nanded,Himalay Nagar,Police Chowkis,
2021,Nanded,Hadgaon,Police Chowkis,
2021,Nanded,Andhrapur,Police Chowkis,95
2021,Nanded,Nanded,Police Chowkis,
2021,Nanded,Mudkhed,Police Chowkis,
2021,Nanded,Bhokar,Police Chowkis,
2021,Nanded,Umari,Police Chowkis,
2021,Nanded,Dharmabad,Police Chowkis,
2021,Nanded,Biloli,Police Chowkis,
2021,Nanded,Naygaon,Police Chowkis,
2021,Nanded,Loha,Police Chowkis,
2021,Nanded,Kandhar,Police Chowkis,
2021,Nanded,Mukhed,Police Chowkis,
2021,Nanded,Deglur,Police Chowkis,
2018,Nandurbar,Akkalkuva,Police Chowkis,
2018,Nandurbar,Akrani,Police Chowkis,
2018,Nandurbar,Taloda,Police Chowkis,
2018,Nandurbar,Shahada,Police Chowkis,
2018,Nandurbar,Nandurbar,Police Chowkis,37
2018,Nandurbar,Navapur,Police Chowkis,4
2019,Nandurbar,Akkalkuva,Police Chowkis,
2019,Nandurbar,Akrani,Police Chowkis,
2019,Nandurbar,Taloda,Police Chowkis,
2019,Nandurbar,Shahada,Police Chowkis,
2019,Nandurbar,Nandurbar,Police Chowkis,58
2019,Nandurbar,Navapur,Police Chowkis,
2020,Nandurbar,Akkalkuva,Police Chowkis,
2020,Nandurbar,Akrani,Police Chowkis,
2020,Nandurbar,Taloda,Police Chowkis,
2020,Nandurbar,Shahada,Police Chowkis,
2020,Nandurbar,Nandurbar,Police Chowkis,8
2020,Nandurbar,Navapur,Police Chowkis,
2021,Nandurbar,Akkalkuva,Police Chowkis,
2021,Nandurbar,Akrani,Police Chowkis,
2021,Nandurbar,Taloda,Police Chowkis,
2021,Nandurbar,Shahada,Police Chowkis,
2021,Nandurbar,Nandurbar,Police Chowkis,
2021,Nandurbar,Navapur,Police Chowkis,
2018,Nashik,Surgana,Police Chowkis,
2018,Nashik,Kalwan,Police Chowkis,2
2018,Nashik,Devala,Police Chowkis,
2018,Nashik,Baglan,Police Chowkis,
2018,Nashik,Malegaon,Police Chowkis,
2018,Nashik,Nandgaon,Police Chowkis,
2018,Nashik,Chandwad,Police Chowkis,
2018,Nashik,Dindori,Police Chowkis,
2018,Nashik,Peth,Police Chowkis,
2018,Nashik,Trimbak,Police Chowkis,
2018,Nashik,Nashik,Police Chowkis,
2018,Nashik,Igatpuri,Police Chowkis,2
2018,Nashik,Sinner,Police Chowkis,
2018,Nashik,Nifad,Police Chowkis,
2018,Nashik,Yewala,Police Chowkis,
2019,Nashik,Surgana,Police Chowkis,
2019,Nashik,Kalwan,Police Chowkis,2
2019,Nashik,Devala,Police Chowkis,
2019,Nashik,Baglan,Police Chowkis,
2019,Nashik,Malegaon,Police Chowkis,10
2019,Nashik,Nandgaon,Police Chowkis,
2019,Nashik,Chandwad,Police Chowkis,
2019,Nashik,Dindori,Police Chowkis,
2019,Nashik,Peth,Police Chowkis,
2019,Nashik,Trimbak,Police Chowkis,
2019,Nashik,Nashik,Police Chowkis,
2019,Nashik,Igatpuri,Police Chowkis,2
2019,Nashik,Sinner,Police Chowkis,
2019,Nashik,Nifad,Police Chowkis,
2019,Nashik,Yewala,Police Chowkis,
2020,Nashik,Surgana,Police Chowkis,
2020,Nashik,Kalwan,Police Chowkis,
2020,Nashik,Devala,Police Chowkis,
2020,Nashik,Baglan,Police Chowkis,
2020,Nashik,Malegaon,Police Chowkis,34
2020,Nashik,Nandgaon,Police Chowkis,3
2020,Nashik,Chandwad,Police Chowkis,
2020,Nashik,Dindori,Police Chowkis,
2020,Nashik,Peth,Police Chowkis,5
2020,Nashik,Trimbak,Police Chowkis,5
2020,Nashik,Nashik,Police Chowkis,498
2020,Nashik,Igatpuri,Police Chowkis,9
2020,Nashik,Sinner,Police Chowkis,5
2020,Nashik,Nifad,Police Chowkis,8
2020,Nashik,Yewala,Police Chowkis,
2021,Nashik,Surgana,Police Chowkis,
2021,Nashik,Kalwan,Police Chowkis,
2021,Nashik,Devala,Police Chowkis,
2021,Nashik,Baglan,Police Chowkis,7
2021,Nashik,Malegaon,Police Chowkis,4
2021,Nashik,Nandgaon,Police Chowkis,5
2021,Nashik,Chandwad,Police Chowkis,27
2021,Nashik,Dindori,Police Chowkis,
2021,Nashik,Peth,Police Chowkis,5
2021,Nashik,Trimbak,Police Chowkis,23
2021,Nashik,Nashik,Police Chowkis,498
2021,Nashik,Igatpuri,Police Chowkis,
2021,Nashik,Sinner,Police Chowkis,8
2021,Nashik,Nifad,Police Chowkis,7
2021,Nashik,Yewala,Police Chowkis,13
2018,Dharashiv,Paranda,Police Chowkis,
2018,Dharashiv,Bhum,Police Chowkis,
2018,Dharashiv,Washi,Police Chowkis,
2018,Dharashiv,Kalamb,Police Chowkis,
2018,Dharashiv,Dharashiv,Police Chowkis,16
2018,Dharashiv,Tuljapur,Police Chowkis,70
2018,Dharashiv,Lohara,Police Chowkis,
2018,Dharashiv,Umaraga,Police Chowkis,
2019,Dharashiv,Paranda,Police Chowkis,
2019,Dharashiv,Bhum,Police Chowkis,
2019,Dharashiv,Washi,Police Chowkis,
2019,Dharashiv,Kalamb,Police Chowkis,
2019,Dharashiv,Dharashiv,Police Chowkis,16
2019,Dharashiv,Tuljapur,Police Chowkis,70
2019,Dharashiv,Lohara,Police Chowkis,
2019,Dharashiv,Umaraga,Police Chowkis,
2020,Dharashiv,Paranda,Police Chowkis,
2020,Dharashiv,Bhum,Police Chowkis,
2020,Dharashiv,Washi,Police Chowkis,
2020,Dharashiv,Kalamb,Police Chowkis,
2020,Dharashiv,Dharashiv,Police Chowkis,4
2020,Dharashiv,Tuljapur,Police Chowkis,85
2020,Dharashiv,Lohara,Police Chowkis,2
2020,Dharashiv,Umaraga,Police Chowkis,
2021,Dharashiv,Paranda,Police Chowkis,
2021,Dharashiv,Bhum,Police Chowkis,
2021,Dharashiv,Washi,Police Chowkis,
2021,Dharashiv,Kalamb,Police Chowkis,
2021,Dharashiv,Dharashiv,Police Chowkis,4
2021,Dharashiv,Tuljapur,Police Chowkis,85
2021,Dharashiv,Lohara,Police Chowkis,2
2021,Dharashiv,Umaraga,Police Chowkis,
2018,Palghar,Talasari,Police Chowkis,44
2018,Palghar,Dahanu,Police Chowkis,26
2018,Palghar,Vikramgad,Police Chowkis,
2018,Palghar,Javhar,Police Chowkis,5
2018,Palghar,Mokhada,Police Chowkis,5
2018,Palghar,Wada,Police Chowkis,8
2018,Palghar,Palghar,Police Chowkis,38
2018,Palghar,Vasai,Police Chowkis,403
2019,Palghar,Talasari,Police Chowkis,45
2019,Palghar,Dahanu,Police Chowkis,38
2019,Palghar,Vikramgad,Police Chowkis,
2019,Palghar,Javhar,Police Chowkis,5
2019,Palghar,Mokhada,Police Chowkis,6
2019,Palghar,Wada,Police Chowkis,8
2019,Palghar,Palghar,Police Chowkis,84
2019,Palghar,Vasai,Police Chowkis,407
2020,Palghar,Talasari,Police Chowkis,43
2020,Palghar,Dahanu,Police Chowkis,37
2020,Palghar,Vikramgad,Police Chowkis,
2020,Palghar,Javhar,Police Chowkis,6
2020,Palghar,Mokhada,Police Chowkis,6
2020,Palghar,Wada,Police Chowkis,8
2020,Palghar,Palghar,Police Chowkis,70
2020,Palghar,Vasai,Police Chowkis,421
2021,Palghar,Talasari,Police Chowkis,12
2021,Palghar,Dahanu,Police Chowkis,30
2021,Palghar,Vikramgad,Police Chowkis,
2021,Palghar,Javhar,Police Chowkis,
2021,Palghar,Mokhada,Police Chowkis,2
2021,Palghar,Wada,Police Chowkis,8
2021,Palghar,Palghar,Police Chowkis,90
2021,Palghar,Vasai,Police Chowkis,260
2018,Parbhani,Selu,Police Chowkis, 
2018,Parbhani,Jintur,Police Chowkis, 
2018,Parbhani,Parbhani,Police Chowkis,6
2018,Parbhani,Manvat,Police Chowkis, 
2018,Parbhani,Pathari,Police Chowkis, 
2018,Parbhani,Sonpeth,Police Chowkis, 
2018,Parbhani,Gangakhed,Police Chowkis,2
2018,Parbhani,Palam,Police Chowkis,  
2018,Parbhani,Purna,Police Chowkis,  
2019,Parbhani,Selu,Police Chowkis, 
2019,Parbhani,Jintur,Police Chowkis, 
2019,Parbhani,Parbhani,Police Chowkis,7
2019,Parbhani,Manvat,Police Chowkis, 
2019,Parbhani,Pathari,Police Chowkis, 
2019,Parbhani,Sonpeth,Police Chowkis, 
2019,Parbhani,Gangakhed,Police Chowkis,2
2019,Parbhani,Palam,Police Chowkis,  
2019,Parbhani,Purna,Police Chowkis,  
2020,Parbhani,Selu,Police Chowkis,
2020,Parbhani,Jintur,Police Chowkis,
2020,Parbhani,Parbhani,Police Chowkis,
2020,Parbhani,Manvat,Police Chowkis,
2020,Parbhani,Pathari,Police Chowkis,
2020,Parbhani,Sonpeth,Police Chowkis,
2020,Parbhani,Gangakhed,Police Chowkis,
2020,Parbhani,Palam,Police Chowkis,
2020,Parbhani,Purna,Police Chowkis,
2021,Parbhani,Selu,Police Chowkis,
2021,Parbhani,Jintur,Police Chowkis,
2021,Parbhani,Parbhani,Police Chowkis,
2021,Parbhani,Manvat,Police Chowkis,
2021,Parbhani,Pathari,Police Chowkis,
2021,Parbhani,Sonpeth,Police Chowkis,
2021,Parbhani,Gangakhed,Police Chowkis,
2021,Parbhani,Palam,Police Chowkis,
2021,Parbhani,Purna,Police Chowkis,
2018,Pune,Junnar,Police Chowkis,
2018,Pune,Aambegaon,Police Chowkis,
2018,Pune,Shirur,Police Chowkis,4
2018,Pune,Khed,Police Chowkis,
2018,Pune,Maval,Police Chowkis,
2018,Pune,Mulashi,Police Chowkis,1
2018,Pune,Haveli,Police Chowkis,1
2018,Pune,Pune City,Police Chowkis,632
2018,Pune,Daund,Police Chowkis,3
2018,Pune,Purandar,Police Chowkis,
2018,Pune,Welhe,Police Chowkis,
2018,Pune,Bhor,Police Chowkis,
2018,Pune,Baramati,Police Chowkis,
2018,Pune,Indapur,Police Chowkis,
2019,Pune,Junnar,Police Chowkis,
2019,Pune,Aambegaon,Police Chowkis,1
2019,Pune,Shirur,Police Chowkis,4
2019,Pune,Khed,Police Chowkis,
2019,Pune,Maval,Police Chowkis,
2019,Pune,Mulashi,Police Chowkis,
2019,Pune,Haveli,Police Chowkis,18
2019,Pune,Pune City,Police Chowkis,
2019,Pune,Daund,Police Chowkis,3
2019,Pune,Purandar,Police Chowkis,
2019,Pune,Welhe,Police Chowkis,
2019,Pune,Bhor,Police Chowkis,
2019,Pune,Baramati,Police Chowkis,
2019,Pune,Indapur,Police Chowkis,2
2020,Pune,Junnar,Police Chowkis,
2020,Pune,Aambegaon,Police Chowkis,
2020,Pune,Shirur,Police Chowkis,
2020,Pune,Khed,Police Chowkis,
2020,Pune,Maval,Police Chowkis,1
2020,Pune,Mulashi,Police Chowkis,1
2020,Pune,Haveli,Police Chowkis,
2020,Pune,Pune City,Police Chowkis,
2020,Pune,Daund,Police Chowkis,1
2020,Pune,Purandar,Police Chowkis,
2020,Pune,Welhe,Police Chowkis,
2020,Pune,Bhor,Police Chowkis,
2020,Pune,Baramati,Police Chowkis,1
2020,Pune,Indapur,Police Chowkis,
2021,Pune,Junnar,Police Chowkis,
2021,Pune,Aambegaon,Police Chowkis,
2021,Pune,Shirur,Police Chowkis,
2021,Pune,Khed,Police Chowkis,
2021,Pune,Maval,Police Chowkis,1
2021,Pune,Mulashi,Police Chowkis,1
2021,Pune,Haveli,Police Chowkis,23
2021,Pune,Pune City,Police Chowkis,
2021,Pune,Daund,Police Chowkis,1
2021,Pune,Purandar,Police Chowkis,
2021,Pune,Welhe,Police Chowkis,
2021,Pune,Bhor,Police Chowkis,
2021,Pune,Baramati,Police Chowkis,2
2021,Pune,Indapur,Police Chowkis,
2018,Raigad,Uran,Police Chowkis,19
2018,Raigad,Panwel,Police Chowkis,189
2018,Raigad,Karjat,Police Chowkis,
2018,Raigad,Khalapur,Police Chowkis,
2018,Raigad,Pen,Police Chowkis,
2018,Raigad,Alibag,Police Chowkis,
2018,Raigad,Murud,Police Chowkis,
2018,Raigad,Roha,Police Chowkis,
2018,Raigad,Sudhagad,Police Chowkis,
2018,Raigad,Mangaon,Police Chowkis,
2018,Raigad,Tala,Police Chowkis,
2018,Raigad,Shreevardhan,Police Chowkis,
2018,Raigad,Mhasala,Police Chowkis,
2018,Raigad,Mahad,Police Chowkis,
2018,Raigad,Poladpur,Police Chowkis,
2019,Raigad,Uran,Police Chowkis,19
2019,Raigad,Panwel,Police Chowkis,190
2019,Raigad,Karjat,Police Chowkis,
2019,Raigad,Khalapur,Police Chowkis,
2019,Raigad,Pen,Police Chowkis,
2019,Raigad,Alibag,Police Chowkis,
2019,Raigad,Murud,Police Chowkis,
2019,Raigad,Roha,Police Chowkis,
2019,Raigad,Sudhagad,Police Chowkis,
2019,Raigad,Mangaon,Police Chowkis,
2019,Raigad,Tala,Police Chowkis,
2019,Raigad,Shreevardhan,Police Chowkis,
2019,Raigad,Mhasala,Police Chowkis,
2019,Raigad,Mahad,Police Chowkis,
2019,Raigad,Poladpur,Police Chowkis,
2020,Raigad,Uran,Police Chowkis,26
2020,Raigad,Panwel,Police Chowkis,202
2020,Raigad,Karjat,Police Chowkis,
2020,Raigad,Khalapur,Police Chowkis,
2020,Raigad,Pen,Police Chowkis,
2020,Raigad,Alibag,Police Chowkis,
2020,Raigad,Murud,Police Chowkis,
2020,Raigad,Roha,Police Chowkis,
2020,Raigad,Sudhagad,Police Chowkis,
2020,Raigad,Mangaon,Police Chowkis,
2020,Raigad,Tala,Police Chowkis,
2020,Raigad,Shreevardhan,Police Chowkis,
2020,Raigad,Mhasala,Police Chowkis,
2020,Raigad,Mahad,Police Chowkis,
2020,Raigad,Poladpur,Police Chowkis,
2021,Raigad,Uran,Police Chowkis,50
2021,Raigad,Panwel,Police Chowkis,116
2021,Raigad,Karjat,Police Chowkis,
2021,Raigad,Khalapur,Police Chowkis,7
2021,Raigad,Pen,Police Chowkis,
2021,Raigad,Alibag,Police Chowkis,
2021,Raigad,Murud,Police Chowkis,2
2021,Raigad,Roha,Police Chowkis,2
2021,Raigad,Sudhagad,Police Chowkis,2
2021,Raigad,Mangaon,Police Chowkis,
2021,Raigad,Tala,Police Chowkis,
2021,Raigad,Shreevardhan,Police Chowkis,
2021,Raigad,Mhasala,Police Chowkis,
2021,Raigad,Mahad,Police Chowkis,2
2021,Raigad,Poladpur,Police Chowkis,
2018,Ratnagiri,Mandangad,Police Chowkis,
2018,Ratnagiri,Dapoli,Police Chowkis,
2018,Ratnagiri,Khed,Police Chowkis,2
2018,Ratnagiri,Chiplun,Police Chowkis,4
2018,Ratnagiri,Guhagar,Police Chowkis,
2018,Ratnagiri,Ratnagiri,Police Chowkis,12
2018,Ratnagiri,Sangameshwar,Police Chowkis,
2018,Ratnagiri,Lanja,Police Chowkis,
2018,Ratnagiri,Rajapur,Police Chowkis,
2019,Ratnagiri,Mandangad,Police Chowkis,9
2019,Ratnagiri,Dapoli,Police Chowkis,5
2019,Ratnagiri,Khed,Police Chowkis,
2019,Ratnagiri,Chiplun,Police Chowkis,7
2019,Ratnagiri,Guhagar,Police Chowkis,1
2019,Ratnagiri,Ratnagiri,Police Chowkis,28
2019,Ratnagiri,Sangameshwar,Police Chowkis,
2019,Ratnagiri,Lanja,Police Chowkis,
2019,Ratnagiri,Rajapur,Police Chowkis,2
2020,Ratnagiri,Mandangad,Police Chowkis,
2020,Ratnagiri,Dapoli,Police Chowkis,
2020,Ratnagiri,Khed,Police Chowkis,
2020,Ratnagiri,Chiplun,Police Chowkis,
2020,Ratnagiri,Guhagar,Police Chowkis,
2020,Ratnagiri,Ratnagiri,Police Chowkis,
2020,Ratnagiri,Sangameshwar,Police Chowkis,
2020,Ratnagiri,Lanja,Police Chowkis,
2020,Ratnagiri,Rajapur,Police Chowkis,
2021,Ratnagiri,Mandangad,Police Chowkis,5
2021,Ratnagiri,Dapoli,Police Chowkis,
2021,Ratnagiri,Khed,Police Chowkis,
2021,Ratnagiri,Chiplun,Police Chowkis,2
2021,Ratnagiri,Guhagar,Police Chowkis,
2021,Ratnagiri,Ratnagiri,Police Chowkis,17
2021,Ratnagiri,Sangameshwar,Police Chowkis,1
2021,Ratnagiri,Lanja,Police Chowkis,
2021,Ratnagiri,Rajapur,Police Chowkis,
2018,Sangli,Shirala,Police Chowkis,
2018,Sangli,Valava,Police Chowkis,7
2018,Sangli,Palus,Police Chowkis,
2018,Sangli,Kadegaon,Police Chowkis,
2018,Sangli,Khanapur,Police Chowkis,
2018,Sangli,Aatpadi,Police Chowkis,
2018,Sangli,Tasgaon,Police Chowkis,
2018,Sangli,Miraj,Police Chowkis,36
2018,Sangli,Ku. Mahakal,Police Chowkis,
2018,Sangli,Jat,Police Chowkis,2
2019,Sangli,Shirala,Police Chowkis,
2019,Sangli,Valava,Police Chowkis,
2019,Sangli,Palus,Police Chowkis,
2019,Sangli,Kadegaon,Police Chowkis,
2019,Sangli,Khanapur,Police Chowkis,
2019,Sangli,Aatpadi,Police Chowkis,
2019,Sangli,Tasgaon,Police Chowkis,21
2019,Sangli,Miraj,Police Chowkis,156
2019,Sangli,Ku. Mahakal,Police Chowkis,
2019,Sangli,Jat,Police Chowkis,
2020,Sangli,Shirala,Police Chowkis,
2020,Sangli,Valava,Police Chowkis,
2020,Sangli,Palus,Police Chowkis,
2020,Sangli,Kadegaon,Police Chowkis,
2020,Sangli,Khanapur,Police Chowkis,
2020,Sangli,Aatpadi,Police Chowkis,
2020,Sangli,Tasgaon,Police Chowkis,18
2020,Sangli,Miraj,Police Chowkis,161
2020,Sangli,Ku. Mahakal,Police Chowkis,
2020,Sangli,Jat,Police Chowkis,
2021,Sangli,Shirala,Police Chowkis,
2021,Sangli,Valava,Police Chowkis,
2021,Sangli,Palus,Police Chowkis,
2021,Sangli,Kadegaon,Police Chowkis,
2021,Sangli,Khanapur,Police Chowkis,
2021,Sangli,Aatpadi,Police Chowkis,
2021,Sangli,Tasgaon,Police Chowkis,5
2021,Sangli,Miraj,Police Chowkis,165
2021,Sangli,Ku. Mahakal,Police Chowkis,
2021,Sangli,Jat,Police Chowkis,
2018,Satara,Mahableshwar,Police Chowkis,
2018,Satara,Vai,Police Chowkis,2
2018,Satara,Khandala,Police Chowkis,
2018,Satara,Faltan,Police Chowkis,2
2018,Satara,Man,Police Chowkis,
2018,Satara,Khatav,Police Chowkis,
